user_id,sequence,ground_truth
3024409446506918086,P-89300721|P-89300721,P-89300721
302444972614282928,P-96312628|P-96312628,P-96312628
3024535894561612093,P-72296919|P-72296919|P-89786815,P-89786774
3024670522481555217,P-60440399|P-60440399|P-60440399|P-60440399|P-60440399,P-60440399
3024879390316588971,P-81290935|P-81290951,P-84798921
3024916037104436612,P-81113024|P-81113024,P-81113024
3024924265069019242,P-53557691|P-53557691|P-53557691|P-53557691,P-53557691
3024961338429827530,P-96060269|P-96060269|P-96060269|P-96060269|P-90528894,P-96060269
3025073462026650101,P-81695143|P-81695143,P-81695143
3025165303860378574,P-53567870|P-53567870,P-53567870
3025320348061837750,P-93955437|P-93955437|P-93955437,P-93955437
302546172353045744,P-87028952|P-87028952|P-87028952,P-87028952
3025539070349856973,P-81165848|P-81165848|P-81165848,P-81165848
3025554437330162984,P-84125348|P-84125348|P-84125348,P-84125348
3025570141096719795,P-53563103|P-53563103|P-53563103|P-53563103|P-53563103|P-53563103|P-53563103|P-90633739|P-53563309|P-53563309|P-53563103,P-53563309
3025579157737599994,P-90542163|P-90542163,P-90542163
3025698908149841339,P-77663865|P-86637541|P-80730825|P-80730825|P-90120783,P-93528056
302575892653290831,P-90528894|P-90528894,P-90528894
302580246557724862,P-80166284|P-80166284|P-53563516|P-53563516|P-80302964|P-61983421|P-90432262,P-63447677
3025833132394186354,P-87018753|P-87018753|P-53560000|P-53560000|P-53566632|P-53566632|P-91995323|P-64794692|P-64794692|P-64794692|P-79314356|P-79314356|P-79314356|P-79314356|P-53560000|P-87018753|P-53566632,P-64794692
3025912041263772669,P-89454721|P-89454721|P-89454721|P-89454721,P-89454721
302596837121811002,P-83697749|P-101518813,P-101516299
302597060640474040,P-70968112|P-53562246|P-89457460,P-73898794
3026041935321424659,P-85677102|P-85677102|P-96312629,P-85677102
3026205724564661025,P-53557240|P-53557240,P-53557240
3026372187474238088,P-68658873|P-68658873,P-68658873
3026413652814233970,P-53565160|P-53565160,P-53565160
3026425576869710724,P-53567783|P-53567783,P-94103312
3026464378025546408,P-89268806|P-89268806|P-89268806|P-89268806|P-89268806|P-89268806,P-89268806
3026683762224982193,P-60440570|P-53554883|P-53554883|P-53554883,P-53554883
302676528861319605,P-80274046|P-80274046|P-80274046|P-80274046|P-53562907|P-53562907|P-53562802|P-53562802|P-53562802|P-80274046|P-53562907,P-53562802
3026770236330597264,P-59038205|P-59038205|P-59038205,P-59038205
3026798953898029411,P-89454721|P-89454721,P-89454721
3026866406114288080,P-53562745|P-81165829|P-89314023|P-81290935|P-68658873|P-68658873|P-68658873|P-83652600|P-91974432,P-91974432
3026909168659061037,P-89312893|P-89312893,P-89312893
3027040739299864869,P-89791376|P-89790829|P-89790829,P-89790829
3027092633351020106,P-53552333|P-53552333|P-53552333|P-53552333,P-53552333
3027167201115221531,P-93485579|P-93485579,P-93485579
3027213927341587660,P-89454882|P-89454882,P-89454882
3027320974092274574,P-89779108|P-89779108|P-89779108|P-89779108,P-89779108
3027334548721499052,P-90275070|P-90275070|P-90275070|P-90275070|P-90275070,P-90275070
3027406068602113512,P-53561286|P-53561286,P-53561286
3027431459095424659,P-96312121|P-101162565|P-101162565|P-101162565|P-102149486,P-102149486
3027489505724132520,P-87395042|P-87395042,P-87395042
3027560269675517111,P-95909185|P-95909185,P-95909185
3027612014671575781,P-90528798|P-90528798|P-90528377|P-98291184|P-90528798,P-96060256
3027627535327648902,P-96312630|P-96312630,P-96312630
302776202614681431,P-81117056|P-89478801|P-89478801|P-89478801,P-89454933
3027885772818732927,P-53565436|P-53566026|P-53566026,P-89304550
30279492369247762,P-89233391|P-89233391|P-89233391|P-89233391|P-89233391|P-89233391,P-89233391
3027982895600321631,P-53557154|P-53557154,P-53557154
3027992620730492304,P-70975620|P-70975620,P-70975620
3027998247855673127,P-96312134|P-61983412|P-64427386|P-90726372|P-89495816|P-79940537|P-63447642|P-86637473|P-96312630|P-96312630|P-96312630,P-96312630
3028086382233093042,P-73570117|P-73570117,P-73570117
3028101923899734665,P-82606216|P-89454882,P-53560949
3028209526000706038,P-60440721|P-61983425|P-61983503|P-61983425|P-60440721|P-61983503|P-61983425|P-63447759,P-89790824
3028216212569842278,P-90069248|P-90069248,P-90069248
3028217742452781724,P-85677208|P-85677208,P-85677208
3028219807186360172,P-89454721|P-89478801|P-93485417|P-89478801|P-64464288,P-89234001
3028273376335729622,P-90129764|P-90129764|P-90129764|P-53561510|P-53561480,P-53561480
3028451320473133521,P-53558122|P-53558122,P-53558122
3028499329266635323,P-83652600|P-83652600,P-91974195
3028504812664797080,P-53561480|P-53561480|P-73816121|P-73816121,P-53561204
3028606890997480047,P-60440630|P-60440630|P-60440630|P-89790839|P-89790839|P-78665090,P-53553381
3028618619425347487,P-94219468|P-89314082|P-89314082|P-84169708,P-84169708
3028638354924575064,P-96312642|P-96312642,P-96312642
3029058499331769874,P-53564898|P-53564898,P-53564898
3029124939100758654,P-90534639|P-90534639,P-90534639
3029146696016654963,P-53564517|P-53564517|P-81290935|P-81290935|P-81290935,P-53563303
3029153228242648705,P-89366103|P-89366103,P-89366103
3029236160356645686,P-68224588|P-68224588,P-68224588
302925945393981277,P-90318115|P-77323578|P-90317659|P-53552657|P-64334938|P-90093214|P-64334938|P-90093202|P-60440452|P-90317659|P-90317659|P-64334938|P-53552657|P-53552657|P-89325948,P-89325948
3029350426901847248,P-77364716|P-77364716,P-77364716
3029395543663291669,P-96312629|P-96312629|P-96312629,P-96312629
3029606574780253745,P-53557691|P-53557691,P-53557691
3029628754679835657,P-60440649|P-60440649|P-60440649,P-60440649
3029691680699184757,P-60440649|P-60440649|P-60440649|P-60440649|P-60440649|P-60440649|P-60440649|P-53562060|P-53562060|P-60440649|P-60440649,P-60440649
3029719914700032698,P-53560949|P-53560954|P-53560949,P-53560895
3029785935411363237,P-91974195|P-91974195,P-91974195
3029789105685658800,P-53561164|P-53561187|P-90243234,P-89791370
3029827557562322640,P-53567698|P-53567698|P-53567698,P-53567698
3029842606605908147,P-77322146|P-77322146,P-77322146
3030095242683567027,P-89011143|P-89011143|P-89011143,P-89011143
3030153544720059839,P-85571086|P-85571086,P-85571086
3030336409428531786,P-93595010|P-93595010|P-71427650|P-71427650,P-71427650
3030358917833971272,P-102164441|P-102164441,P-102164441
3030399522290742859,P-86370420|P-86370420|P-86370420,P-86370420
3030479815856558197,P-68658885|P-68658885|P-68658885|P-68658885,P-68658885
3030571723652460568,P-93595010|P-93595010,P-93595010
3030997440444327535,P-89399180|P-89399180|P-89399180,P-89399180
303100586996046074,P-89992162|P-89992162|P-89992162|P-89992162|P-89992162|P-89992162,P-89992162
3031022684372697899,P-89494289|P-89494289|P-70968553|P-53553929|P-53553929,P-53558550
303115297284707616,P-90534639|P-90534639|P-90534639|P-90534639|P-90534639|P-90534639|P-90534639,P-90534639
3031217407652479104,P-89454882|P-89454882|P-89454882|P-89454882,P-89454882
3031250650334989485,P-81451656|P-53558423,P-53558423
3031285241267090383,P-86370420|P-86370420,P-86370420
3031348288999617793,P-93595010|P-93595010|P-93595010|P-93595010|P-93595010|P-93595010|P-71427650|P-70039885,P-70973641
3031397098747427325,P-53561480|P-53561480,P-53561480
3031616562950412990,P-64335142|P-64335142|P-64335142|P-64335142|P-64335142|P-64335142,P-64335142
3031687040622720829,P-90311948|P-90311948,P-90311948
3031710201929441996,P-53567779|P-53567779|P-53567779|P-53567779|P-53567779,P-53567779
3031768705547378062,P-86889440|P-86889440,P-86889440
3031991892597481363,P-89138050|P-68224505|P-68224505|P-73816165|P-73816165|P-89138050|P-89138050|P-89138050,P-89138050
303230370819010518,P-91974195|P-91974195,P-91974195
3032339422190120195,P-53564783|P-91994058,P-91994058
3032385493955135380,P-70968112|P-70968112,P-70968112
3032454478935759352,P-53565288|P-53565288,P-53565085
3032492995177404356,P-53561310|P-89881098,P-60440718
3032582360337124129,P-96312619|P-96312619,P-96312619
3032611312556657929,P-59391290|P-59391290,P-59391290
303277161001261838,P-90534639|P-90534639|P-90534639|P-90543849|P-90534639|P-90534639|P-90534639,P-90534639
3032936507945921848,P-89260753|P-89260753|P-89260753|P-89260753,P-89260674
3032947105285247095,P-53563894|P-81120223|P-85693690,P-68658873
3032977429000915180,P-53559768|P-90120870,P-90120869
3033125992773440407,P-89454882|P-89454882,P-89454882
3033136697384688254,P-81290894|P-87672103|P-85692694,P-68658872
3033149726500319026,P-53567732|P-53567729|P-72255512|P-53567732|P-53567729,P-72255512
3033312077218457698,P-95909062|P-95909062,P-95909062
3033448043293356028,P-81141349|P-81141349|P-81141349|P-85692694|P-81141093|P-81141093|P-81141093|P-81141349|P-81141093,P-81141349
3033546321389889191,P-53563487|P-53563487|P-53563487|P-53563487|P-53563487|P-53563487,P-53563487
3033615900145289111,P-96312633|P-96312633,P-96312633
3033616232693453331,P-53563239|P-53563239,P-53563239
3033622026144351414,P-89277032|P-89277032,P-89277032
3033828798861150586,P-89786157|P-89786157|P-89786157|P-89786157,P-89786157
3033927714623059976,P-64244575|P-64244575|P-64244575|P-64244575,P-64244575
3033963772384650596,P-53566048|P-53566048|P-53566048|P-89454968|P-89454968|P-86190407|P-86190407|P-94241646|P-93528056|P-89174808|P-60440775,P-83698257
3034014781672616858,P-79952785|P-79952785|P-79952785|P-79952785|P-79952785|P-79952785,P-79952785
3034091483743304061,P-89454721|P-89454721,P-89454721
3034197980440600303,P-68224588|P-68224588,P-68224588
3034245151777309670,P-96312638|P-96312638|P-96312638|P-96312638,P-96312638
3034459113056208081,P-98291184|P-98291184,P-98291184
3034512758497623479,P-53562442|P-53562456|P-53562442|P-53562456,P-53559797
303454786738244370,P-93255271|P-93255271,P-93255271
3034650486211697821,P-53563870|P-53563870|P-53563870|P-53563870,P-53563870
3034690470864247657,P-89127434|P-61983443|P-89127434,P-53565017
3034719953843442219,P-101204237|P-101204237,P-101204237
3034772771926626192,P-60440630|P-60440630,P-60440630
3034778918625172615,P-77323342|P-77323342|P-77323342|P-77323342|P-77323342|P-77323342,P-77323342
3034782525644249070,P-53562296|P-53562296,P-53562296
3035006248644889776,P-89138077|P-93507788|P-87413370|P-87413370|P-90018447|P-90018447|P-90018444,P-90018444
3035097854728009872,P-53567732|P-53567732,P-53567732
3035136121464761248,P-68224514|P-68224514|P-53557128|P-89138050|P-89138050|P-73570117|P-73570117|P-73570117|P-68224514|P-89138060|P-89138050|P-89138050|P-73570117|P-68224514|P-89138050,P-89138050
3035177895578314321,P-53561510|P-53561510|P-53561510|P-53563191|P-94218598|P-53563191|P-53564820|P-53564820,P-53564820
3035201473450433682,P-53561495|P-53558096|P-53558096|P-53558096|P-53564549|P-53564549|P-53564549|P-53564549,P-90243220
3035317015843610216,P-53559474|P-53562748|P-53562748|P-53562748|P-53562748|P-53562767|P-53562767|P-53562748,P-53562748
3035382941202992976,P-89396950|P-89396950,P-89396950
3035461425941833348,P-53557691|P-60440630|P-53557691|P-60440623|P-53557691|P-53557691|P-53557691|P-60440630|P-60440630|P-60440623|P-60440623|P-53557691,P-60440630
3035620461931079029,P-53563275|P-53563275|P-53563275|P-82588777,P-82588777
3035654296184542689,P-90543849|P-90543849|P-90543849|P-90543849|P-90543849|P-90543849,P-90543849
3035685783625842860,P-53562296|P-53562296,P-82943240
303570229079343347,P-101204237|P-101204237|P-101204237,P-101204237
3035980562492595783,P-89478290|P-89478290|P-59391290|P-59391290,P-85673582
303600681693285572,P-60440630|P-60440630,P-60440630
3036040906800065976,P-89495467|P-89495467|P-89495467|P-89495467|P-89495467|P-89495467,P-89495467
3036063347516120269,P-95909230|P-95909230|P-95909230|P-95956208|P-95956208|P-95956208|P-95957535|P-95957535|P-102684517|P-102713094|P-102713094|P-102713094|P-95957594|P-95957594|P-95957594|P-95957594|P-95957594|P-95956208|P-95909230|P-95909230|P-95956208,P-95957594
3036080335276101856,P-53554146|P-53554146|P-53554146|P-53554146|P-53554146,P-53554146
3036145952865590357,P-90682910|P-90682910,P-90682910
3036153361592072192,P-71435043|P-71435043,P-71435043
3036192326333104257,P-89454882|P-89454882|P-89454882|P-89454882|P-89454882,P-89454882
3036212825270929594,P-89779119|P-89779119|P-89779119,P-89779119
3036235992159424975,P-83671864|P-83671864|P-91851823|P-90311948|P-83671864|P-83671864,P-83671864
3036261327052578137,P-53564820|P-53564820|P-53564820,P-53564820
3036313476826801906,P-90020028|P-90020028,P-90020028
3036404243546557699,P-93485417|P-89478801,P-86791214
303643438930679063,P-60440630|P-60440630|P-60440630|P-60440630,P-60440630
3036497661064743178,P-89277032|P-53564779|P-53564779|P-90245659|P-90245659|P-90245659|P-90245659,P-90245659
3036572934249813365,P-68658885|P-68658885|P-68658885,P-68658885
3036621944234095993,P-72960174|P-72960174|P-72960174|P-59152129|P-53565069|P-53565137|P-82761607|P-53565810|P-59152129|P-89527675|P-53566384|P-59152129|P-53565156|P-53565137|P-82761607|P-53565069|P-53565735|P-53552711|P-53566632|P-53566635,P-77380787
3036749862238303032,P-85677208|P-53567170|P-53567170,P-53561961
3036806789432924206,P-68224671|P-68224671|P-59032298,P-59032298
3036847956657026573,P-80302830|P-80302830|P-81478426|P-81478426|P-80302830|P-80302830|P-90430513|P-81478426,P-81478426
303685537259346258,P-91863003|P-91863003,P-91863003
3036902995218791321,P-86180318|P-86180318,P-86180318
3037115030870110267,P-53556144|P-53556144|P-79115014|P-79115014,P-79115014
3037154929473445284,P-90018448|P-89308248|P-89308248|P-90016747|P-90018448|P-90018448,P-90018448
3037218793006223382,P-83942095|P-53557687|P-53557687|P-53557687|P-53557687,P-53557687
3037285299181951585,P-90528798|P-90528798|P-90528894|P-85677310|P-90528798,P-90528798
3037294892565735504,P-89138050|P-53561480|P-53552333,P-53552333
3037386862884391646,P-89881098|P-89881098|P-89881098|P-53566157|P-53566157|P-53566115|P-53566166,P-53566157
3037644010304331722,P-73903679|P-53557691|P-53557691|P-53557691|P-53557691|P-53557691,P-53557691
3037842536154995870,P-86450006|P-86450006|P-86450006,P-86450006
3037848003630062988,P-81695021|P-81695021,P-81695021
3037905928724873241,P-82959378|P-82959378,P-82959378
3037944551159912886,P-53563894|P-53563894|P-53563894|P-80166284|P-53563894|P-81290935|P-79316732|P-68658872|P-79316732|P-87672103|P-79314356|P-80166462|P-53563894|P-80160314|P-53563429,P-79316732
3038025262353326257,P-81224154|P-81224154|P-81224154,P-81224154
3038032316246826346,P-53563383|P-53563383,P-53563383
3038159095155380612,P-89138067|P-53561505|P-89137991|P-73816145|P-73816145|P-71433125,P-71433125
3038191995914093386,P-90093219|P-90093219,P-90093219
303829245312142441,P-53563303|P-53563303,P-53563303
3038440697830572080,P-90115618|P-90115618|P-90115618,P-90115618
3038529658602527493,P-68658885|P-68658885,P-68658885
3038687475688559032,P-60440287|P-68658843|P-68658843|P-60440448|P-60440448|P-91986484|P-91986484|P-91986484|P-53562920,P-53562920
3038763852641902440,P-86840309|P-86840309|P-89045330|P-86840309|P-86840309,P-86840309
3038784777929132422,P-86637473|P-89314023|P-64335073|P-64335073|P-64335073|P-64335073|P-89314023,P-86408228
3038959162508377521,P-68224740|P-68224740,P-68224740
3038987587809694890,P-90129764|P-90129764|P-90129764,P-90129764
303906773074331145,P-53561510|P-53561510,P-53561510
3039092311327857292,P-83826129|P-83825739|P-83826129|P-83825739|P-72296860,P-86212944
303912992920810027,P-68658864|P-68658864|P-68658864,P-68658864
3039381691138558054,P-53567236|P-53567236,P-86453735
3039422559747216796,P-90245659|P-90245659|P-90245659|P-90245659,P-90245659
3039515879930867793,P-73570117|P-73570117|P-89138050,P-53564100
3039525636075772417,P-53563487|P-53563487|P-53563487,P-53563487
3039542853414011137,P-79474152|P-79474152|P-79474152,P-68658885
3039593085584215549,P-53564845|P-53564845,P-53564845
3039622216868608917,P-95956208|P-95956208|P-101535947|P-101535947|P-101535947,P-101535947
3039813034875655555,P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149|P-89992149,P-89992149
3039967165981336278,P-53560652|P-53560652|P-53560652,P-60440657
3039988827195703514,P-53562900|P-53562900|P-53562900|P-53562900,P-53562900
303999100138192095,P-79951998|P-79951998|P-53563354|P-60440550,P-60440550
3040044651725362282,P-91974394|P-91974394,P-91974394
304005013529329971,P-90275475|P-90275475|P-90689754|P-90275645|P-90275645|P-90275645|P-87467108|P-87840173,P-87840173
3040050828434669648,P-89101304|P-89101304,P-89101304
3040138075736406517,P-53560954|P-53560954,P-53560954
3040183198738619277,P-53564160|P-53564160|P-53564160|P-53564160|P-53564537|P-53564537,P-53564537
3040209970547736878,P-59038205|P-59038205|P-59038205|P-59038205,P-59038205
3040232954400142038,P-90016532|P-90016532|P-90018458|P-90016532|P-98256240|P-86082962|P-86082962,P-98256187
30404600834915138,P-86082962|P-86082962|P-86082962|P-86082962,P-86082962
3040617215904136679,P-53563033|P-53563033|P-53563033,P-53563033
3040635600534405828,P-89786154|P-89786154|P-53564118|P-53564118,P-53564118
3040707153152336053,P-86840309|P-86840309|P-86840309,P-86840309
3040759182136130309,P-95909185|P-95909185|P-95909185,P-95909185
3040761503924556659,P-53564446|P-68224502|P-68224502,P-71747347
3040799164947706305,P-60191206|P-60191206|P-85291316|P-85291316|P-85291316|P-60191206,P-60191206
30411378302777778,P-59152137|P-59152137|P-59152137|P-59152137,P-59152137
3041186971650753485,P-102091150|P-102091150|P-102091150|P-102091150|P-102091150,P-102091150
3041239580811392348,P-95909185|P-95909185|P-95909185|P-101162565|P-95909230,P-95909185
3041250136940313006,P-80273636|P-80273636,P-80273636
3041250826806382456,P-64427787|P-89527675,P-89527675
3041456538855023544,P-86390644|P-81478600,P-84072547
3041531865362687011,P-89232599|P-89448334,P-89232599
3041558358844296295,P-86416980|P-86416980|P-86416980|P-86416980|P-92497786|P-92497786|P-92497786|P-53566782|P-53566782|P-53566782|P-86416980,P-53566782
3041758001352386973,P-90327387|P-90327387|P-90327387,P-90327387
3041766321185871203,P-61983429|P-61983429|P-61983429,P-61983429
3041776852150613688,P-53557206|P-53557206,P-53557206
3041809811707443353,P-53560949|P-53560949|P-53560949|P-53560949|P-53560949|P-53560949,P-53560949
3042037660033223908,P-53554146|P-53554146,P-53554146
3042133017738382553,P-93485579|P-93485579,P-93485579
3042273535439432151,P-63447641|P-63447641|P-63447641|P-63447641,P-63447641
3042281149563013257,P-90311914|P-90311914|P-90311914|P-90311914|P-90311914,P-90311914
3042580488187638681,P-53563600|P-53565282|P-53565276|P-53565276|P-53565276|P-53565276,P-53565276
3042661963176292196,P-85799344|P-85799344|P-85799344|P-85799344|P-87672103|P-80160737|P-81120643|P-81120643|P-53554502|P-53554502|P-53563811,P-53563811
3042697603153630533,P-53564821|P-53564821|P-53563115|P-63106962|P-86416460|P-53564671|P-53564984|P-53557240|P-79497067,P-68658843
304277033529599421,P-53557691|P-53557691,P-53557691
3042815848445032495,P-102146882|P-102146882|P-102146882|P-102146882,P-102091150
3042852492782407378,P-89992149|P-89992149,P-89992149
3042913040891522033,P-53564274|P-53564274,P-53564274
304299116122306006,P-79125941|P-79125941,P-79125941
3043031274712598215,P-96312629|P-96312629|P-96312629,P-96312629
3043281788774798584,P-53552720|P-53552720,P-53552720
3043353343979533124,P-90534639|P-90534639,P-90534639
3043398412230337409,P-64337480|P-64337480,P-64337480
3043409797465760135,P-89992147|P-89992147,P-89992147
304341671579171296,P-53552316|P-53552718,P-53552316
3043424985535114760,P-60440636|P-60440636,P-60440777
3043464362487571680,P-53560954|P-53565612|P-53560954,P-53565612
3043513140717808772,P-53560954|P-53560954,P-53560954
3043521134150845753,P-96312629|P-96312629,P-96312629
3043557715675225889,P-83731061|P-83731061|P-83731061|P-53557128|P-53561510|P-89779139|P-73570117,P-73570117
3043585907786792006,P-60440406|P-60440406,P-60440406
3043615592263395486,P-90079684|P-90079684|P-90079684|P-90079684|P-90079684|P-90079684|P-81120223|P-81120223|P-81120223|P-81114706|P-81120223|P-68658874|P-81120223|P-81120223,P-81120223
3043791287289405546,P-77380825|P-77380825,P-77380825
3043827442132695350,P-53561145|P-53561145,P-92563616
3043844702394168529,P-90019871|P-90019871|P-90019871|P-90019871|P-90019871|P-90019871|P-90019871|P-90019871,P-90019871
3043890082200560814,P-89786157|P-89786157|P-81165829|P-80233002,P-80233002
3043893255167092484,P-83652600|P-83652600,P-83652600
3043954251189747523,P-89786144|P-89786144,P-89786144
3044036346412620789,P-89308078|P-89308078|P-89308078|P-77380870|P-83764991|P-53560602|P-53554788|P-53554788|P-53553820|P-53553820|P-85382902|P-85382902|P-53552630|P-101234665|P-101234665|P-79070776|P-82387310|P-79071102|P-79071102|P-85382698|P-85382698|P-53555816|P-53555816|P-87381947|P-87381947|P-72668482|P-101235691|P-53564309|P-85382587|P-85383033|P-85383033|P-85382773|P-85345093|P-85345093|P-89252912|P-89252912|P-93129588|P-85383014|P-85383014|P-85382975|P-85382975|P-53555796,P-53555796
3044042345712240832,P-86402653|P-53567849|P-53567787|P-53563591|P-84126555|P-81953588|P-94635671,P-89791309
3044048301260295785,P-53566018|P-53566018,P-53566018
3044082698549057089,P-90528377|P-90528377|P-90528377|P-90528377,P-90528377
3044271599287838442,P-72659766|P-72659766,P-72659766
3044316668267207848,P-60440630|P-60440630,P-60440630
3044336672375557324,P-89454882|P-89454882,P-89454882
3044438887070810363,P-98845593|P-98845593,P-98845593
304447729577586792,P-90243264|P-90243264,P-90243264
3044576093929035377,P-77380870|P-77380870|P-77380870,P-77380870
3044640858334509363,P-90041078|P-90041078,P-90041078
3044676600449138659,P-60440191|P-61983428|P-61983445|P-61983445|P-81596038|P-53563170|P-53563170|P-53563096|P-79497126|P-53564890|P-91994100|P-91994100,P-79502482
3044829875116521879,P-85291721|P-85291721,P-85291721
3044835354184434419,P-61983468|P-77380645|P-53562143,P-77380776
3044874922540257848,P-90143147|P-90143147|P-90143147|P-53566577,P-92870686
3045003932669739487,P-79426829|P-79426829,P-79426829
3045025258463540542,P-96060269|P-96060269,P-96060269
3045095182624932072,P-89454901|P-89454901,P-89454901
3045116701030889813,P-64427799|P-64427799|P-91994084|P-53560875|P-59408384|P-81100422|P-77380716|P-77380716|P-81100592|P-53560875|P-53563306|P-90355239,P-61983477
3045142240389011446,P-91974394|P-91974394|P-91974394|P-91974394|P-91974394,P-91974394
3045168320340662248,P-53564470|P-89791421|P-89791421|P-89791421|P-89791421|P-89791421|P-89791421|P-53564470|P-89790830|P-89791421|P-89786940,P-89786940
304527678714877606,P-60440630|P-60440630,P-60440630
3045579256317922502,P-73605264|P-73605264|P-79428628|P-89920286|P-73605264|P-89920229|P-89920229,P-89920229
3045608231631522024,P-95909185|P-95909185|P-95909185,P-95909185
3045617472541299861,P-89779154|P-89779154|P-89779154|P-53564407,P-89779154
304576120662241654,P-89786815|P-89786815|P-89786815,P-89786815
304580918786062927,P-53563153|P-53563153,P-53563153
3045918484242620028,P-53557263|P-53557263,P-86387892
3045951823757024081,P-71747376|P-68658874|P-68658874,P-89232599
3045958931694090818,P-78665088|P-89138060,P-89138060
304596626239784361,P-89369199|P-89369199,P-89369199
3046100124783576972,P-81957418|P-81957418|P-53560829|P-53560829|P-59080245,P-59080245
3046189589988705870,P-53559909|P-53559909|P-53559909|P-53559909|P-53559909|P-53559909|P-53559909|P-53559909,P-53559909
3046277964272718979,P-90213553|P-93300105|P-59080279|P-53559739|P-93299948|P-93299948|P-53559739|P-53559739,P-93299948
3046280842703685650,P-85677310|P-85677310,P-85677310
3046574049526289401,P-70975620|P-70975620,P-70975620
3046652188042962095,P-85692694|P-85692650|P-81120223|P-81120223|P-81120223|P-59355506|P-59355506|P-59355506,P-81120223
3046666662669131706,P-86188083|P-86188083,P-86188083
3046796565544119122,P-93485391|P-93485391,P-93485391
3046945067020707195,P-81100592|P-71747367|P-79125917|P-53560871|P-80457204|P-80457204|P-91986484|P-91986484|P-87433816|P-80457204|P-80457204|P-80457204|P-80457204,P-80457204
304700012641186044,P-53561310|P-53561310|P-53561310,P-53561310
3047120881122765856,P-89478037|P-89478257|P-89284196|P-68224638|P-89478257|P-86812598|P-89284196,P-89284196
3047241633540007024,P-91994100|P-91994100|P-91994100|P-91994100|P-91994100,P-91994100
3047369179025620670,P-88906501|P-88906501|P-88906501,P-88906501
3047571252309978862,P-95909185|P-95909185|P-95909185|P-95909185|P-95909185|P-95909185|P-95909185|P-95956124|P-95956124|P-95956124,P-95956124
3047610042924612280,P-53561390|P-53561390|P-53561390,P-53561390
3047732480685913345,P-89786157|P-89786157|P-89786157|P-89786157|P-89786157,P-89786157
3047805148320546775,P-89487703|P-89487703|P-85344882|P-85344907|P-94474805|P-85344882|P-90143680|P-90143680|P-90143680|P-90236510|P-90142085|P-86989856|P-87383549|P-87383549|P-87383549|P-90148947|P-90148947|P-90148947|P-97370066|P-82590442|P-53567750|P-53561820,P-53561820
3047895134300275648,P-60440630|P-60440630,P-60440630
3048106563913066159,P-53563219|P-53563219|P-53563231,P-89173880
3048326825375476119,P-89454882|P-89454882,P-89478801
3048369268827998674,P-86840309|P-86840309|P-53557691,P-53557691
3048426259586302613,P-53564557|P-94220589|P-94220589|P-94220589,P-53562000
3048443823752580635,P-90018425|P-90018425|P-90018425,P-90018425
3048504658567270604,P-60440645|P-60440645,P-60440645
3048641867529186315,P-89138077|P-89138077|P-89138077,P-89791403
3049002607944268849,P-98311024|P-98311024|P-98311024|P-98311024|P-98311024|P-98311024|P-98311024,P-98311024
3049247358343105342,P-89494289|P-89494289|P-89494289|P-91858472|P-91858472,P-91858472
3049265557968252220,P-68658885|P-68658885|P-68658885,P-68658885
3049303158454210419,P-89478801|P-89478801|P-89478801|P-89123235,P-89123235
3049308329368314268,P-60440636|P-60440636,P-60440636
3049389381139313927,P-93254941|P-93254941|P-93254941|P-53563378,P-79414184
3049466745137233378,P-89478168|P-89478168|P-89478168,P-89478168
3049482336664228635,P-60440612|P-60440612|P-60440612|P-60440612|P-60440612,P-60440612
3049534783994062474,P-83646490|P-83646490,P-83646490
3049556123128982739,P-53562953|P-53563046|P-79500686|P-79500626|P-53564896|P-53564869|P-53564859|P-53564854|P-53564858,P-60440166
3049607032730161931,P-79126942|P-79126942|P-96312622,P-96312622
304965274645455722,P-53564054|P-53564054,P-53564054
3049766027024844789,P-90528894|P-90528894,P-90528894
3049870690879688559,P-87808839|P-87808839|P-87808839,P-87808839
3049949887450069394,P-93485579|P-93485579,P-93485579
3049998689919176973,P-96060267|P-96060267,P-96060267
3050058616358315638,P-53562196|P-53562196|P-53562196,P-53562196
3050231521440961271,P-60440630|P-60440630|P-60440630,P-60440630
3050396477376145172,P-89123117|P-89123117,P-89123117
3050486858205370912,P-53562062|P-53562062,P-53562062
3050487141866076698,P-53561187|P-53561187|P-90245444|P-89786940|P-89786814,P-89786817
3050534277781621767,P-53564957|P-53564952,P-77380755
305060337748528090,P-83731401|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589|P-94220589,P-94220589
3050723965864528968,P-89454882|P-89454882,P-53562062
3050731979936252555,P-60191209|P-60191209|P-60191209|P-60191209|P-60191209|P-60191212|P-60191212|P-60191212|P-79367529|P-79367529|P-79367529|P-79367529|P-60208242|P-60208242|P-90023529|P-80258519|P-80258519|P-93796460|P-80258519|P-79367529|P-60191209,P-60191212
3050748669499405977,P-60439962|P-60439962,P-83775606
